docid,url,domain,title,passage
eqUu93zC5GNu,https://sudact.ru/regular/doc/eqUu93zC5GNu/,sudact.ru,Решение № 2-3274/2022 2-477/2023 от 5 июля 2023... :: СудАкт.ру,"Истец (ФИО1) 08.09.2022 на имя директора ПАО М.Видео» подал досудебную претензию, в которой на основании Закона Российской Федерации от 07.08.1992 г. N2300-1 «О защите прав потребителей» потребовал поменять кофемашину Nespresso BORK C830 Creatista Plus на аналогичную: к претензии ФИО1 приложил USВ-флешку с видеозаписями фактов некорректной работы кофемашины, а также передал продавцу товар."
z7Um8Ca4AObr,https://sudact.ru/regular/doc/z7Um8Ca4AObr/,sudact.ru,Решение № 2-884/2023 2-884/2023~М-684/2023... :: СудАкт.ру,"Аналогичные положения содержатся в статье 32 Закона Российской Федерации от 7 февраля 1992 № 2300-1 «О защите прав потребителей», в соответствии с которыми потребитель вправе отказаться от исполнения договора о выполнении работ (оказании услуг) в любое время при условии оплаты исполнителю фактически понесенных им расходов, связанных с исполнением обязательств по данному договору. Таким образом, право потребителя отказаться от договора об оказании услуг прямо предусмотрено законом."
7vWNcdOdS8gA,https://sudact.ru/regular/doc/7vWNcdOdS8gA/,sudact.ru,Решение № 2-2017/2020 от 21 июля 2020 г. по делу... :: СудАкт.ру,"В нарушение требовании ст. 56 ГПК, ч.5 ст. 13 Закона РФ ""О защите прав потребителей"" Ответчиком в материалы дела такие доказательства не предоставлены. В данном случае суд приходит к выводу о нарушении прав Истца как потребителя выразившиеся в нарушении срока возврата денежных средств, в связи с чем требования Истца в части взыскания суммы в размере 13685 рублей и процентов в сумме 33, 65 копеек подлежат удовлетворению, но учитывая то обстоятельство, что к моменту рассмотрения спора..."
rKmI5OOWpf6B,https://sudact.ru/regular/doc/rKmI5OOWpf6B/,sudact.ru,Решение № 2-938/2020 2-938/2020~М-719/2020... :: СудАкт.ру,"231 руб., штраф в сумме пятьдесят процентов от присужденного в пользу потребителя исходя из следующего: 25% - в пользу потребителя, 25% - в пользу Региональной общественной организации защиты прав потребителей «Форт-Юст» Республики Башкортостан. Представитель РОО ЗПП «Форт-Юст» РБ, истец ФИО1 в судебное заседание не явились, о дате, месте и времени рассмотрения дела извещены, своевременно и надлежащим образом. Представитель РОО ЗПП «Форт-Юст» РБ в заявлении просит рассмотреть дело..."
7ltNyhBxj85V,https://sudact.ru/regular/doc/7ltNyhBxj85V/,sudact.ru,Решение № 2-725/2020 2-725/2020~М-737/2020... :: СудАкт.ру,"Возможность досрочного расторжения договора страхования регламентирована положениями ст. 958 ГК РФ. В соответствии со ст. 10 Закона РФ от 07.02.1992 № 2300-1 ""О защите прав потребителей"" изготовитель (исполнитель, продавец) обязан своевременно предоставлять потребителю необходимую и достоверную информацию о товарах (работах, услугах), обеспечивающую возможность их правильного выбора."
tLtz253BMqLq,https://sudact.ru/regular/doc/tLtz253BMqLq/,sudact.ru,Решение № 2-5063/2019 от 19 декабря 2019 г. по делу... :: СудАкт.ру,"в области защиты прав потребителей. Согласно претензии срок для удовлетворения требования составлял 10 календарных дней, в установленный срок ответчик не вернул полную стоимость предоплаты, согласившись вернуть только 20 % от предварительно оплаченной суммы. Истцы несколько раз обращались к ответчику с целью досудебного урегулирования возникшего спора, добровольного удовлетворения требования не получили."
43XAPWx3KQZV,https://sudact.ru/regular/doc/43XAPWx3KQZV/,sudact.ru,Решение № 2-4568/2025 2-4568/2025~М-4028/2025... :: СудАкт.ру,"Управление Федеральной службы по надзору в сфере защиты прав потребителей и благополучия человека по <адрес> полагает, что действия ИП ФИО1 по продаже пива с истекшим сроком годности нарушают права неограниченного круга потребителей <адрес> на получение необходимой и достоверную информации о товарах, обеспечивающих возможность их правильного выбора, и подлежат устранению путем возложения обязанности не допускать повторную реализацию товара (пива) с истекшим сроком годности."
sGlfWIMtuBLu,https://sudact.ru/regular/doc/sGlfWIMtuBLu/,sudact.ru,Решение № 2-1138/2019 2-22/2020 2-22/2020... :: СудАкт.ру,"В соответствии с положениями пункта 4 статьи 26.1 Закона РФ ""О защите прав потребителей"", потребитель вправе отказаться от товара в любое время до его передачи, а после передачи товара - в течение семи дней. В случае, если информация о порядке и сроках возврата товара надлежащего качества не была предоставлена в письменной форме в момент доставки товара, потребитель вправе отказаться от товара в течение трех месяцев с момента передачи товара."
TekGuuE2erbs,https://sudact.ru/regular/doc/TekGuuE2erbs/,sudact.ru,Решение № 2-525/2021 2-525/2021~М-539/2021... :: СудАкт.ру,"Согласно п. 1 ст. 18 Закона о защите прав потребителей в отношении технически сложного товара потребитель в случае обнаружения в нем недостатков вправе отказаться от исполнения договора купли-продажи и потребовать возврата уплаченной за такой товар суммы либо предъявить требование о его замене на товар этой же марки (модели, артикула) или на такой же товар другой марки (модели, артикула) с соответствующим перерасчетом покупной."
eqW9CQxuKMl5,https://sudact.ru/regular/doc/eqW9CQxuKMl5/,sudact.ru,Решение № 2-16/2020 2-16/2020(2-3673/2019...) :: СудАкт.ру,Вместо предъявления этих требований потребитель вправе возвратить изготовителю или импортеру товар ненадлежащего качества и потребовать возврата уплаченной за него суммы. Согласно абзацам восьмому - одиннадцатому п. 1 ст. 18 Закона о защите прав потребителей в отношении технически сложного товара потребитель в случае обнаружения в нем недостатков вправе отказаться от исполнения договора купли-продажи и потребовать возврата уплаченной за такой товар суммы либо предъявить требование о его замене на товар этой же...
fvpw4sbQxPWi,https://sudact.ru/regular/doc/fvpw4sbQxPWi/,sudact.ru,Решение № 2-1474/2019 2-28/2020 2-28/2020... :: СудАкт.ру,"при секретаре судебного заседания Заикиной А.П. рассмотрев в открытом судебном заседании гражданское дело по иску ФИО1 к ООО «Луидор» о защите прав потребителей | Таким образом, исходя из вышеприведенных правовых норм, следует, что покупатель вправе отказаться от исполнения договора купли-продажи транспортного средства, являющегося технически сложным товаром, и потребовать возврата уплаченной за него денежной суммы в случае существенного нарушения требований к качеству транспортного средства."
qtC0iQLRs9LE,https://sudact.ru/regular/doc/qtC0iQLRs9LE/,sudact.ru,Решение № 2-1779/2018 2-1779/2019 2-1779/2019... :: СудАкт.ру,"Согласно ст. 18 Закона о защите прав потребителя, потребитель вправе потребовать также полного возмещения убытков, причиненных ему вследствие продажи товара ненадлежащего качества. Убытки возмещаются в сроки, установленные настоящим Законом для удовлетворения соответствующих требований потребителя. В случае возврата товара ненадлежащего качества, приобретенного потребителем за счет потребительского кредита (займа), продавец обязан возвратить потребителю уплаченную за товар..."
uivLG43dcYu,https://sudact.ru/regular/doc/uivLG43dcYu/,sudact.ru,Решение № 2-1057/2020 2-1057/2020~М-729/2020... :: СудАкт.ру,"Статья 23 Закона РФ «О защите прав потребителей» устанавливает ответственность продавца, в частности, за нарушение сроков удовлетворения требований потребителя о возврате уплаченной за товар денежной суммы. Поскольку ответчик требования истца о возврате денежных средств за спорный товар в установленный срок не исполнил, и учитывая, что был установлен факт продажи товара ненадлежащего качества, суд считает, что требования истца о взыскании неустойки являются обоснованными."
YFdU4opnt3Za,https://sudact.ru/regular/doc/YFdU4opnt3Za/,sudact.ru,Решение № 2-12/2020 2-12/2020(2-6119/2019...) :: СудАкт.ру,"ФИО1 обратился с иском к ООО ЛПЦ «ЕвроДент» о защите прав потребителей в сфере оказания медицинских услуг, указав следующее. ДД.ММ.ГГГГ ФИО1 обратился в стоматологическую клинику ООО ЛПЦ «ЕвроДент» с просьбой оказать ему медицинскую помощь в лечении и восстановлении зуба. Врач осмотрев зуб, предложил поставить коронку, но предварительно вскрыть залеченные каналы зуба и провести обновленное пломбирование насквозь, уверяя, что это гарантия успешного долгосрочного ношения коронки."
MBFBIl2vHb6V,https://sudact.ru/regular/doc/MBFBIl2vHb6V/,sudact.ru,Решение № 2-188/2018 2-188/2018~М-173/2018... :: СудАкт.ру,"Защита прав потребителей осуществляется судом в соответствии со статьей 17 Закона РФ ""О защите прав потребителей"" от 07.02.1992 №2300-1 (далее Закон о защите прав потребителей). | Холодильник был доставлен по месту жительства истца 17 ноября 2016 года в 15 часов 15 минут. Товарный чек содержит отметку, что товар доставлен (получен), к внешнему виду и комплектации претензий не имею, с условиями обмена и возврата ознакомлен, имеется подпись покупателя ФИО1(л.д. 96)."
fbw72y4yhlbV,https://sudact.ru/regular/doc/fbw72y4yhlbV/,sudact.ru,Решение № 2-6712/2025 2-6712/2025~М0-4528/2025... :: СудАкт.ру,"потребовать замены товара ненадлежащего качества товаром, соответствующим договору. Об этом же говорится в ч. 1 ст. 18 ФЗ РФ «О защите прав потребителей», что потребитель в случае обнаружения в товаре недостатков, если они не были оговорены продавцом, по своему выбору вправе | При этом цена товара определяется в соответствии с абзацем 2 ч. 1 ст. 23 ФЗ РФ «О защите прав потребителей». Судом расчет неустойки о возврате стоимости товара проверен, является арифметически верным."
fZ0mM6NxYymT,https://sudact.ru/regular/doc/fZ0mM6NxYymT/,sudact.ru,Решение № 2-475/2021 2-475/2021(2-6153/2020...) :: СудАкт.ру,"Поскольку неустойка, согласно ст. 23 Закона РФ «О защите прав потребителей», подлежит взысканию до удовлетворения ответчиком требования потребителя, с ответчика подлежит взысканию неустойка в размере 3% за каждый день просрочки от суммы 74 000 руб. или её остатка, начиная с 04.03.2020 года по день фактической оплаты указанной суммы, с ограничением взыскания неустойки с 04.03.2020 года до 54 000 руб."
qcd6WnkhMFYB,https://sudact.ru/regular/doc/qcd6WnkhMFYB/,sudact.ru,Решение № 2-7010/2017 2-7010/2017~М-8195/2017... :: СудАкт.ру,"14 сентября 2016 года, истцы на сайте Озон Травэл забронировали отель, стоимостью двух номеров 201790 рублей, что подтверждается бронями номерами №, о чем уведомили ответчика по делу. В соответствии с п. 1 ст. 31 ФЗ «О защите прав потребителей» от 07.02.1992 г., требований потребителя причиненных в связи с отказом от исполнения договора, должно быть удовлетворенно исполнителем в десятидневный срок со дня предъявления требования."
NRzixFhvO8Ul,https://sudact.ru/regular/doc/NRzixFhvO8Ul/,sudact.ru,Решение № 2-1733/2019 2-1733/2021 2-1733/2021... :: СудАкт.ру,"Договор подчиняется закону «О защите прав потребителей» только в части неурегулированной специальным законом, условие о невозвратности опционной премии прописано в специальном законе, а именно, ст. 429.3 ГК РФ, таким образом, договор относится к договору купли-продажи, истец неверно трактует норму, регламентирующую невозратность цены опциона. Спорный договор нельзя квалифицировать как договор возмездного оказания услуг, в связи с чем, истец не праве отказаться от исполнения договора."
sSeSgJAISkgt,https://sudact.ru/regular/doc/sSeSgJAISkgt/,sudact.ru,Решение № 2-1807/2020 2-1807/2020~М-1756/2020... :: СудАкт.ру,"Экспертиза товара проводится в сроки, установленные статьями 20, 21 и 22 Закона о защите прав потребителей. Из приведенных положений Закона о защите прав потребителей следует, что покупатель вправе, обратившись к импортеру, потребовать возврата стоимости технически сложного товара в случае обнаружения в нем производственного недостатка при условии возврата товара ненадлежащего качества импортеру, на котором лежит обязанность по приему такого товара у потребителя и возврату полученной за данный товар суммы."
LZW79ndNKBgR,https://sudact.ru/regular/doc/LZW79ndNKBgR/,sudact.ru,Решение № 2-5011/2023 2-5011/2023~М-3723/2023... :: СудАкт.ру,"Таким образом, в случае неисполнения потребителем обязанности по возврату товара, с ФИО1 в пользу ответчика подлежит взысканию судебная неустойка в размере 909,90 руб. за каждый день просрочки, начиная с 31 дня после вступления решения суда в законную силу по день фактического возврата товара продавцу. Согласно ст. 22 Закона РФ ""О защите прав потребителей"" требования потребителя о соразмерном уменьшении покупной цены товара..."
qnI0M2OmNJ5R,https://sudact.ru/regular/doc/qnI0M2OmNJ5R/,sudact.ru,Решение № 2-1093/2019 2-38/2020 2-38/2020... :: СудАкт.ру,"Поскольку факт нарушения ответчиком прав истца, как потребителя, в ходе рассмотрения дела установлен, суд полагает необходимым взыскать с ответчика в пользу истца компенсацию морального вреда в соответствии со статьей 15 Закона ""О защите прав потребителей"" в сумме 2 000 руб., которая в наибольшей степени соответствует требованиям статьи 1101 Гражданского кодекса Российской Федерации о разумности и справедливости."
