docid,source_url,status,raw_act_path,raw_text_sha256,note
FTrYrTTzEals,https://sudact.ru/regular/doc/FTrYrTTzEals/,fetched,D:/YandexDisk/Legal-projects/zpp-consult/data/raw_acts/act_FTrYrTTzEals.txt,07f518c222b55761a4b65283299bb81ce924524c5c2f8202d6147af685921548,
wzkaHAf8E21E,https://sudact.ru/regular/doc/wzkaHAf8E21E/,fetched,D:/YandexDisk/Legal-projects/zpp-consult/data/raw_acts/act_wzkaHAf8E21E.txt,c38919c0738296f009c5d8724be4f4d3671b2843f9d8d63d84e7677d5df1cc1a,
p103xklic1mg,https://sudact.ru/regular/doc/p103xklic1mg/,fetched,D:/YandexDisk/Legal-projects/zpp-consult/data/raw_acts/act_p103xklic1mg.txt,5c90c14c798739dda83229931e918c89906c36e658d62c0e7bfc9bc5457ef1c6,
lxw63q3TtAZj,https://sudact.ru/regular/doc/lxw63q3TtAZj/,fetched,D:/YandexDisk/Legal-projects/zpp-consult/data/raw_acts/act_lxw63q3TtAZj.txt,df2c54f88ae16dd48ab2ae8bd65cc825a510c770e1aa11f4c27da3b30a24adee,
5M1CUDzM98LB,https://sudact.ru/regular/doc/5M1CUDzM98LB/,fetched,D:/YandexDisk/Legal-projects/zpp-consult/data/raw_acts/act_5M1CUDzM98LB.txt,f7a3c27a82e556531db1c12273de29c444ecd720cb423036de89db19a1b0c6de,
4nJ71tJWGLLr,https://sudact.ru/regular/doc/4nJ71tJWGLLr/,fetched,D:/YandexDisk/Legal-projects/zpp-consult/data/raw_acts/act_4nJ71tJWGLLr.txt,78546a1932ea833f5fb57104688f13192943202f0c5197c56f49a30e0fd5dec6,
ByA2BTi7BoHa,https://sudact.ru/regular/doc/ByA2BTi7BoHa/,fetched,D:/YandexDisk/Legal-projects/zpp-consult/data/raw_acts/act_ByA2BTi7BoHa.txt,b0d79c0a4a0587b227a97ca65e53ee909b7d30ad53578dfb43e0fc666f6a9ce6,
x6ed9pqkhSoh,https://sudact.ru/regular/doc/x6ed9pqkhSoh/,fetched,D:/YandexDisk/Legal-projects/zpp-consult/data/raw_acts/act_x6ed9pqkhSoh.txt,0a6d1d7c3f0af04a9a7c90aab6ba8aec36a697ccbfcec950fb17ad2f4c0fe528,
fVJm3HMVkt5H,https://sudact.ru/regular/doc/fVJm3HMVkt5H/,fetched,D:/YandexDisk/Legal-projects/zpp-consult/data/raw_acts/act_fVJm3HMVkt5H.txt,11dc71d85b96184e3c2cfb959284239289362e58382005f4e610b529d6a32022,
Xv7HfiRU2tVq,https://sudact.ru/regular/doc/Xv7HfiRU2tVq/,fetched,D:/YandexDisk/Legal-projects/zpp-consult/data/raw_acts/act_Xv7HfiRU2tVq.txt,6d73b0d0cf5f4c8b0ea8fb8ecb142f6c0b212097c99a1d98c3553103060dc389,
nfLIiVfnIsbj,https://sudact.ru/regular/doc/nfLIiVfnIsbj/,fetched,D:/YandexDisk/Legal-projects/zpp-consult/data/raw_acts/act_nfLIiVfnIsbj.txt,c8bba80bdb2780d514652580ddf06bd48fc2e3364d2c08c614a9178651d57e19,
7ng73tMHgy5O,https://sudact.ru/regular/doc/7ng73tMHgy5O/,fetched,D:/YandexDisk/Legal-projects/zpp-consult/data/raw_acts/act_7ng73tMHgy5O.txt,7853e213d1fb49b92b9e243acfb9c81b558f3d5596391965de04020778bc9320,
FQi78fsHgSYx,https://sudact.ru/regular/doc/FQi78fsHgSYx/,fetched,D:/YandexDisk/Legal-projects/zpp-consult/data/raw_acts/act_FQi78fsHgSYx.txt,f6048a2cda76de19ccf6ba51aa2836609721a3a0b4101d0e8d10c5b0fb007e42,
Sgq21BEqhrWO,https://sudact.ru/regular/doc/Sgq21BEqhrWO/,fetched,D:/YandexDisk/Legal-projects/zpp-consult/data/raw_acts/act_Sgq21BEqhrWO.txt,d57cdd0f0c2ccbdba01fd38fc40662eb5170b2e7c27f0c53fd126edf081751df,
